data,genere,regista,anno,durata,eta,costo
"2027-4-17 19:00","The Night of the Hunter",Crime,"Charles Laughton",1955,92,12,10.0
"2027-4-17 16:30","La haine",Crime,"Mathieu Kassovitz",1995,98,12,8.0
"2027-4-17 13:30","The Man Who Shot Liberty Valance",Drama,"John Ford",1962,123,12,7.5
"2027-4-17 10:30","Close Encounters of the Third Kind",Drama,"Steven Spielberg",1977,138,0,8.5
"2027-4-16 15:00","The Lord of the Rings: The Two Towers",Action,"Peter Jackson",2002,179,12,8.0
"2027-4-16 13:00","Brief Encounter",Drama,"David Lean",1945,86,0,7.0
"2027-4-16 10:00","Seppuku",Action,"Masaki Kobayashi",1962,133,12,6.5
"2027-4-15 15:30","The Last Samurai",Action,"Edward Zwick",2003,154,12,8.5
"2027-4-15 13:00","The Night of the Hunter",Crime,"Charles Laughton",1955,92,12,7.0
"2027-4-15 10:00","Mystic River",Crime,"Clint Eastwood",2003,138,12,8.5
"2027-4-14 13:00","October Sky",Biography,"Joe Johnston",1999,108,6,6.5
"2027-4-14 10:00","Cabaret",Drama,"Bob Fosse",1972,124,12,7.5
"2027-4-13 13:00","Lagaan: Once Upon a Time in India",Adventure,"Ashutosh Gowariker",2001,224,0,8.5
"2027-4-13 10:30","The Night of the Hunter",Crime,"Charles Laughton",1955,92,12,7.5
"2027-4-12 14:00","Willy Wonka & the Chocolate Factory",Family,"Mel Stuart",1971,100,0,8.5
"2027-4-12 10:30","The Last Samurai",Action,"Edward Zwick",2003,154,12,6.5
"2027-4-11 19:30","The Night of the Hunter",Crime,"Charles Laughton",1955,92,12,8.5
"2027-4-11 16:00","Kill Bill: Vol. 2",Action,"Quentin Tarantino",2004,137,12,6.5
"2027-4-11 13:00","Seppuku",Action,"Masaki Kobayashi",1962,133,12,7.5
"2027-4-11 10:00","La battaglia di Algeri",Drama,"Gillo Pontecorvo",1966,121,12,8.5
"2027-4-10 17:30","Persepolis",Animation,"Vincent Paronnaud",2007,96,12,8.5
"2027-4-10 14:30","Star Wars",Action,"George Lucas",1977,121,12,8.0
"2027-4-10 10:00","Lagaan: Once Upon a Time in India",Adventure,"Ashutosh Gowariker",2001,224,0,8.5
"2027-4-9 13:30","No Country for Old Men",Crime,"Ethan Coen",2007,122,16,6.5
"2027-4-9 10:30","Escape from Alcatraz",Action,"Don Siegel",1979,112,12,8.5
"2027-4-8 13:30","The Lord of the Rings: The Fellowship of the Ring",Action,"Peter Jackson",2001,178,0,8.5
"2027-4-8 10:00","The Lord of the Rings: The Fellowship of the Ring",Action,"Peter Jackson",2001,178,0,8.5
"2027-4-7 13:00","Dark City",Mystery,"Alex Proyas",1998,100,12,7.0
"2027-4-7 10:00","The Man Who Shot Liberty Valance",Drama,"John Ford",1962,123,12,8.0
"2027-4-6 10:00","October Sky",Biography,"Joe Johnston",1999,108,6,6.5
"2027-4-5 10:00","October Sky",Biography,"Joe Johnston",1999,108,6,7.0
"2027-4-4 19:00","Escape from Alcatraz",Action,"Don Siegel",1979,112,12,10.0
"2027-4-4 16:00","The Great Dictator",Comedy,"Charles Chaplin",1940,125,12,8.5
"2027-4-4 13:00","Star Wars",Action,"George Lucas",1977,121,12,6.5
"2027-4-4 10:00","Kill Bill: Vol. 2",Action,"Quentin Tarantino",2004,137,12,7.5
"2027-4-3 15:00","The Man Who Shot Liberty Valance",Drama,"John Ford",1962,123,12,8.5
"2027-4-3 12:30","Persepolis",Animation,"Vincent Paronnaud",2007,96,12,8.0
"2027-4-3 10:00","October Sky",Biography,"Joe Johnston",1999,108,6,7.5
"2027-4-2 16:00","Lagaan: Once Upon a Time in India",Adventure,"Ashutosh Gowariker",2001,224,0,7.0
"2027-4-2 13:00","Star Wars",Action,"George Lucas",1977,121,12,7.5
"2027-4-2 10:30","Cowboy Bebop: Tengoku no tobira",Animation,"Shin'ichirô Watanabe",2001,115,0,7.5
"2027-4-1 10:30","Star Wars",Action,"George Lucas",1977,121,12,8.0
"2027-3-31 13:00","Kaze no tani no Naushika",Animation,"Hayao Miyazaki",1984,117,0,7.0
"2027-3-31 10:00","Close Encounters of the Third Kind",Drama,"Steven Spielberg",1977,138,0,6.5
"2027-3-30 10:30","Willy Wonka & the Chocolate Factory",Family,"Mel Stuart",1971,100,0,6.5
"2027-3-29 16:30","Million Dollar Baby",Drama,"Clint Eastwood",2004,132,12,6.5
"2027-3-29 13:30","October Sky",Biography,"Joe Johnston",1999,108,6,8.0
"2027-3-29 10:30","The Goonies",Adventure,"Richard Donner",1985,114,0,7.0
"2027-3-28 16:30","Persepolis",Animation,"Vincent Paronnaud",2007,96,12,7.5
"2027-3-28 13:30","The Red Shoes",Drama,"Michael Powell",1948,135,12,6.5
"2027-3-28 10:00","Close Encounters of the Third Kind",Drama,"Steven Spielberg",1977,138,0,8.5
"2027-3-27 18:30","My Cousin Vinny",Comedy,"Jonathan Lynn",1992,120,12,9.5
"2027-3-27 15:30","The Red Shoes",Drama,"Michael Powell",1948,135,12,6.5
"2027-3-27 12:30","Raging Bull",Biography,"Martin Scorsese",1980,129,12,6.5
"2027-3-27 10:30","Duck Soup",Comedy,"Leo McCarey",1933,69,12,7.5
"2027-3-26 13:00","La dolce vita",Comedy,"Federico Fellini",1960,174,12,8.5
"2027-3-26 10:00","The Great Dictator",Comedy,"Charles Chaplin",1940,125,12,8.0
"2027-3-25 12:30","Kaze no tani no Naushika",Animation,"Hayao Miyazaki",1984,117,0,7.5
"2027-3-25 10:00","The Goonies",Adventure,"Richard Donner",1985,114,0,8.5
"2027-3-24 10:00","All the President's Men",Biography,"Alan J. Pakula",1976,138,0,8.0
"2027-3-23 13:30","Duck Soup",Comedy,"Leo McCarey",1933,69,12,8.5
"2027-3-23 10:30","The Silence of the Lambs",Crime,"Jonathan Demme",1991,118,12,8.5
"2027-3-22 18:00","The Red Shoes",Drama,"Michael Powell",1948,135,12,9.0
"2027-3-22 13:30","Lagaan: Once Upon a Time in India",Adventure,"Ashutosh Gowariker",2001,224,0,7.0
"2027-3-22 10:30","The Silence of the Lambs",Crime,"Jonathan Demme",1991,118,12,8.5
"2027-3-21 16:30","Kill Bill: Vol. 2",Action,"Quentin Tarantino",2004,137,12,7.0
"2027-3-21 13:30","Citizen Kane",Drama,"Orson Welles",1941,119,12,6.5
"2027-3-21 10:30","Gegen die Wand",Drama,"Fatih Akin",2004,121,16,8.5
"2027-3-20 17:30","Raging Bull",Biography,"Martin Scorsese",1980,129,12,7.5
"2027-3-20 13:30","The Right Stuff",Adventure,"Philip Kaufman",1983,193,6,7.0
"2027-3-20 10:30","Stalag 17",Comedy,"Billy Wilder",1953,120,12,8.5
"2027-3-19 16:00","The Lord of the Rings: The Fellowship of the Ring",Action,"Peter Jackson",2001,178,0,8.0
"2027-3-19 13:30","Toki o kakeru shôjo",Animation,"Mamoru Hosoda",2006,98,0,7.5
"2027-3-19 10:30","Star Wars: Episode VI - Return of the Jedi",Action,"Richard Marquand",1983,131,0,6.5
"2027-3-18 15:30","All the President's Men",Biography,"Alan J. Pakula",1976,138,0,6.5
"2027-3-18 12:30","Kill Bill: Vol. 2",Action,"Quentin Tarantino",2004,137,12,7.0
"2027-3-18 10:30","Duck Soup",Comedy,"Leo McCarey",1933,69,12,7.0
"2027-3-17 13:00","The Lord of the Rings: The Fellowship of the Ring",Action,"Peter Jackson",2001,178,0,7.0
"2027-3-17 10:30","In the Heat of the Night",Crime,"Norman Jewison",1967,110,0,8.5
"2027-3-16 15:30","Duck Soup",Comedy,"Leo McCarey",1933,69,12,7.5
"2027-3-16 12:30","All the President's Men",Biography,"Alan J. Pakula",1976,138,0,8.0
"2027-3-16 10:00","Persepolis",Animation,"Vincent Paronnaud",2007,96,12,7.5
"2027-3-15 14:00","La planète sauvage",Animation,"René Laloux",1973,72,0,8.5
"2027-3-15 10:30","The Lord of the Rings: The Fellowship of the Ring",Action,"Peter Jackson",2001,178,0,8.5
"2027-3-14 17:00","All the President's Men",Biography,"Alan J. Pakula",1976,138,0,7.5
"2027-3-14 13:00","La dolce vita",Comedy,"Federico Fellini",1960,174,12,6.5
"2027-3-14 10:00","Close Encounters of the Third Kind",Drama,"Steven Spielberg",1977,138,0,8.0
"2027-3-13 15:30","All the President's Men",Biography,"Alan J. Pakula",1976,138,0,8.5
"2027-3-13 12:30","Stalag 17",Comedy,"Billy Wilder",1953,120,12,6.5
"2027-3-13 10:30","Le dîner de cons",Comedy,"Francis Veber",1998,80,12,8.0
"2027-3-12 10:30","Toki o kakeru shôjo",Animation,"Mamoru Hosoda",2006,98,0,8.5
"2027-3-11 16:00","Taegukgi hwinalrimyeo",Action,"Je-kyu Kang",2004,140,16,8.0
"2027-3-11 13:30","Toki o kakeru shôjo",Animation,"Mamoru Hosoda",2006,98,0,7.0
"2027-3-11 10:00","Taegukgi hwinalrimyeo",Action,"Je-kyu Kang",2004,140,16,6.5
"2027-3-10 15:30","The Muppet Christmas Carol",Comedy,"Brian Henson",1992,85,0,8.5
"2027-3-10 13:00","Dial M for Murder",Crime,"Alfred Hitchcock",1954,105,12,6.5
"2027-3-10 10:30","Willy Wonka & the Chocolate Factory",Family,"Mel Stuart",1971,100,0,7.0
"2027-3-9 10:30","Escape from Alcatraz",Action,"Don Siegel",1979,112,12,7.0
"2027-3-8 15:00","Kaze no tani no Naushika",Animation,"Hayao Miyazaki",1984,117,0,7.0
"2027-3-8 13:00","La planète sauvage",Animation,"René Laloux",1973,72,0,7.0
"2027-3-8 10:30","Willy Wonka & the Chocolate Factory",Family,"Mel Stuart",1971,100,0,8.5
"2027-3-7 19:00","Dial M for Murder",Crime,"Alfred Hitchcock",1954,105,12,8.5
"2027-3-7 16:30","Life of Brian",Comedy,"Terry Jones",1979,94,16,7.0
"2027-3-7 13:30","The Goonies",Adventure,"Richard Donner",1985,114,0,6.5
"2027-3-7 10:30","La battaglia di Algeri",Drama,"Gillo Pontecorvo",1966,121,12,7.0
"2027-3-6 15:30","Hedwig and the Angry Inch",Comedy,"John Cameron Mitchell",2001,95,16,7.5
"2027-3-6 13:30","La planète sauvage",Animation,"René Laloux",1973,72,0,7.5
"2027-3-6 10:30","Stalag 17",Comedy,"Billy Wilder",1953,120,12,8.5
"2027-3-5 10:00","Misery",Drama,"Rob Reiner",1990,107,16,8.5
"2027-3-4 10:00","After Hours",Comedy,"Martin Scorsese",1985,97,12,8.5
"2027-3-3 15:00","Kill Bill: Vol. 2",Action,"Quentin Tarantino",2004,137,12,8.0
"2027-3-3 13:00","The Muppet Christmas Carol",Comedy,"Brian Henson",1992,85,0,8.5
"2027-3-3 10:00","The Terminator",Action,"James Cameron",1984,107,12,7.5
"2027-3-2 15:00","Glory",Biography,"Edward Zwick",1989,122,16,7.5
"2027-3-2 12:30","The Goonies",Adventure,"Richard Donner",1985,114,0,7.0
"2027-3-2 10:00","Hedwig and the Angry Inch",Comedy,"John Cameron Mitchell",2001,95,16,6.5
"2027-3-1 10:00","Willy Wonka & the Chocolate Factory",Family,"Mel Stuart",1971,100,0,6.5
"2027-2-28 19:00","The Lion King",Animation,"Roger Allers",1994,88,0,10.0
"2027-2-28 16:00","Inside Man",Crime,"Spike Lee",2006,129,16,6.5
"2027-2-28 13:00","Gegen die Wand",Drama,"Fatih Akin",2004,121,16,7.5
"2027-2-28 10:00","The Notebook",Drama,"Nick Cassavetes",2004,123,12,8.0
"2027-2-27 15:30","The Right Stuff",Adventure,"Philip Kaufman",1983,193,6,7.0
"2027-2-27 12:30","Brazil",Drama,"Terry Gilliam",1985,132,0,8.0
"2027-2-27 10:30","Le dîner de cons",Comedy,"Francis Veber",1998,80,12,7.5
"2027-2-26 12:30","In the Heat of the Night",Crime,"Norman Jewison",1967,110,0,7.0
"2027-2-26 10:00","The Gold Rush",Adventure,"Charles Chaplin",1925,95,12,7.5
"2027-2-25 10:00","Stardust",Adventure,"Matthew Vaughn",2007,127,0,7.5
"2027-2-24 10:00","The Jungle Book",Animation,"Wolfgang Reitherman",1967,78,0,7.0
"2027-2-23 16:00","The Outlaw Josey Wales",Western,"Clint Eastwood",1976,135,12,8.0
"2027-2-23 13:00","The Notebook",Drama,"Nick Cassavetes",2004,123,12,6.5
"2027-2-23 10:00","Glory",Biography,"Edward Zwick",1989,122,16,7.0
"2027-2-22 10:00","The Terminator",Action,"James Cameron",1984,107,12,7.0
"2027-2-21 18:30","Le dîner de cons",Comedy,"Francis Veber",1998,80,12,10.0
"2027-2-21 16:30","Le dîner de cons",Comedy,"Francis Veber",1998,80,12,8.0
"2027-2-21 13:30","Inside Man",Crime,"Spike Lee",2006,129,16,7.5
"2027-2-21 10:30","Gegen die Wand",Drama,"Fatih Akin",2004,121,16,8.0
"2027-2-20 19:30","La planète sauvage",Animation,"René Laloux",1973,72,0,9.0
"2027-2-20 17:00","Au revoir les enfants",Drama,"Louis Malle",1987,104,0,8.0
"2027-2-20 13:00","The Right Stuff",Adventure,"Philip Kaufman",1983,193,6,6.5
"2027-2-20 10:30","The Terminator",Action,"James Cameron",1984,107,12,8.0
"2027-2-19 12:30","The Right Stuff",Adventure,"Philip Kaufman",1983,193,6,7.5
"2027-2-19 10:00","The Terminator",Action,"James Cameron",1984,107,12,8.0
"2027-2-18 12:00","The Terminator",Action,"James Cameron",1984,107,12,6.5
"2027-2-18 10:00","Le dîner de cons",Comedy,"Francis Veber",1998,80,12,8.5
"2027-2-17 15:30","Glory",Biography,"Edward Zwick",1989,122,16,6.5
"2027-2-17 13:00","In the Heat of the Night",Crime,"Norman Jewison",1967,110,0,8.0
"2027-2-17 10:00","Stardust",Adventure,"Matthew Vaughn",2007,127,0,6.5
"2027-2-16 15:30","The Notebook",Drama,"Nick Cassavetes",2004,123,12,6.5
"2027-2-16 13:00","The Lion King",Animation,"Roger Allers",1994,88,0,7.0
"2027-2-16 10:00","Brazil",Drama,"Terry Gilliam",1985,132,0,7.0
"2027-2-15 15:30","Taegukgi hwinalrimyeo",Action,"Je-kyu Kang",2004,140,16,7.0
"2027-2-15 12:30","The Outlaw Josey Wales",Western,"Clint Eastwood",1976,135,12,7.0
"2027-2-15 10:00","Le dîner de cons",Comedy,"Francis Veber",1998,80,12,8.0
"2027-2-14 18:00","The Lion King",Animation,"Roger Allers",1994,88,0,10.0
"2027-2-14 15:00","My Cousin Vinny",Comedy,"Jonathan Lynn",1992,120,12,8.0
"2027-2-14 12:30","The Muppet Christmas Carol",Comedy,"Brian Henson",1992,85,0,7.0
"2027-2-14 10:00","The Gold Rush",Adventure,"Charles Chaplin",1925,95,12,8.0
"2027-2-13 17:30","The Lion King",Animation,"Roger Allers",1994,88,0,8.0
"2027-2-13 14:30","Taegukgi hwinalrimyeo",Action,"Je-kyu Kang",2004,140,16,8.5
"2027-2-13 12:00","My Cousin Vinny",Comedy,"Jonathan Lynn",1992,120,12,6.5
"2027-2-13 10:00","Le dîner de cons",Comedy,"Francis Veber",1998,80,12,6.5
"2027-2-12 17:00","The Notebook",Drama,"Nick Cassavetes",2004,123,12,7.0
"2027-2-12 14:00","The Fifth Element",Action,"Luc Besson",1997,126,12,8.5
"2027-2-12 10:00","The Right Stuff",Adventure,"Philip Kaufman",1983,193,6,7.5
"2027-2-11 13:00","Brazil",Drama,"Terry Gilliam",1985,132,0,8.0
"2027-2-11 10:30","The Odd Couple",Comedy,"Gene Saks",1968,105,0,7.0
"2027-2-10 12:30","Lawrence of Arabia",Adventure,"David Lean",1962,228,0,6.5
"2027-2-10 10:00","Hedwig and the Angry Inch",Comedy,"John Cameron Mitchell",2001,95,16,8.5
"2027-2-9 13:00","Nueve reinas",Crime,"Fabián Bielinsky",2000,114,16,7.0
"2027-2-9 10:00","One Flew Over the Cuckoo's Nest",Drama,"Milos Forman",1975,133,12,8.0
"2027-2-8 14:00","In the Heat of the Night",Crime,"Norman Jewison",1967,110,0,6.5
"2027-2-8 10:00","The Right Stuff",Adventure,"Philip Kaufman",1983,193,6,7.0
"2027-2-7 15:00","Taegukgi hwinalrimyeo",Action,"Je-kyu Kang",2004,140,16,8.0
"2027-2-7 12:30","The Lion King",Animation,"Roger Allers",1994,88,0,8.5
"2027-2-7 10:30","A Hard Day's Night",Comedy,"Richard Lester",1964,87,0,6.5
"2027-2-6 18:00","Hedwig and the Angry Inch",Comedy,"John Cameron Mitchell",2001,95,16,8.5
"2027-2-6 15:00","Gegen die Wand",Drama,"Fatih Akin",2004,121,16,7.5
"2027-2-6 10:30","Lawrence of Arabia",Adventure,"David Lean",1962,228,0,7.0
"2027-2-5 10:30","The Gold Rush",Adventure,"Charles Chaplin",1925,95,12,7.5
"2027-2-4 15:00","Lawrence of Arabia",Adventure,"David Lean",1962,228,0,7.0
"2027-2-4 12:30","Eastern Promises",Action,"David Cronenberg",2007,100,16,7.5
"2027-2-4 10:00","Au revoir les enfants",Drama,"Louis Malle",1987,104,0,8.5
"2027-2-3 14:30","Le dîner de cons",Comedy,"Francis Veber",1998,80,12,8.0
"2027-2-3 10:00","Lawrence of Arabia",Adventure,"David Lean",1962,228,0,8.0
"2027-2-2 13:30","Pirates of the Caribbean: The Curse of the Black Pearl",Action,"Gore Verbinski",2003,143,12,7.0
"2027-2-2 10:30","The Outlaw Josey Wales",Western,"Clint Eastwood",1976,135,12,8.0
"2027-2-1 10:00","Le dîner de cons",Comedy,"Francis Veber",1998,80,12,8.0
"2027-1-31 21:00","The Jungle Book",Animation,"Wolfgang Reitherman",1967,78,0,8.5
"2027-1-31 17:30","Ba wang bie ji",Drama,"Kaige Chen",1993,171,16,8.0
"2027-1-31 13:00","Lawrence of Arabia",Adventure,"David Lean",1962,228,0,8.5
"2027-1-31 10:00","Inside Man",Crime,"Spike Lee",2006,129,16,8.0
"2027-1-30 16:00","Chinatown",Drama,"Roman Polanski",1974,130,12,8.0
"2027-1-30 13:00","Chinatown",Drama,"Roman Polanski",1974,130,12,8.5
"2027-1-30 10:00","Gegen die Wand",Drama,"Fatih Akin",2004,121,16,8.0
"2027-1-29 12:30","Persona",Drama,"Ingmar Bergman",1966,85,12,7.0
"2027-1-29 10:00","Dial M for Murder",Crime,"Alfred Hitchcock",1954,105,12,8.5
"2027-1-28 15:00","Dial M for Murder",Crime,"Alfred Hitchcock",1954,105,12,7.5
"2027-1-28 12:30","The Gold Rush",Adventure,"Charles Chaplin",1925,95,12,6.5
"2027-1-28 10:00","Le dîner de cons",Comedy,"Francis Veber",1998,80,12,8.0
"2027-1-27 10:00","Stalker",Drama,"Andrei Tarkovsky",1979,162,0,7.5
"2027-1-26 12:00","Walk the Line",Biography,"James Mangold",2005,136,12,8.0
"2027-1-26 10:00","Toy Story",Animation,"John Lasseter",1995,81,0,6.5
"2027-1-25 10:00","The Notebook",Drama,"Nick Cassavetes",2004,123,12,6.5
"2027-1-24 18:30","The Notebook",Drama,"Nick Cassavetes",2004,123,12,10.0
"2027-1-24 15:30","The Fifth Element",Action,"Luc Besson",1997,126,12,6.5
"2027-1-24 12:30","Inside Man",Crime,"Spike Lee",2006,129,16,6.5
"2027-1-24 10:00","Toy Story",Animation,"John Lasseter",1995,81,0,8.0
"2027-1-23 16:30","Hera Pheri",Action,"Priyadarshan",2000,156,0,8.5
"2027-1-23 12:30","The Right Stuff",Adventure,"Philip Kaufman",1983,193,6,7.5
"2027-1-23 10:30","The Jungle Book",Animation,"Wolfgang Reitherman",1967,78,0,6.5
"2027-1-22 12:30","Kung fu",Action,"Stephen Chow",2004,99,12,8.0
"2027-1-22 10:00","The Gold Rush",Adventure,"Charles Chaplin",1925,95,12,6.5
"2027-1-21 10:00","Night of the Living Dead",Horror,"George A. Romero",1968,96,12,6.5
"2027-1-20 13:00","Hamlet",Drama,"Kenneth Branagh",1996,242,12,6.5
"2027-1-20 10:30","Sunrise: A Song of Two Humans",Drama,"F.W. Murnau",1927,94,12,6.5
"2027-1-19 15:30","The Notebook",Drama,"Nick Cassavetes",2004,123,12,7.5
"2027-1-19 13:00","Au revoir les enfants",Drama,"Louis Malle",1987,104,0,7.5
"2027-1-19 10:00","The Notebook",Drama,"Nick Cassavetes",2004,123,12,7.0
"2027-1-18 16:30","The Gold Rush",Adventure,"Charles Chaplin",1925,95,12,6.5
"2027-1-18 13:30","The Notebook",Drama,"Nick Cassavetes",2004,123,12,7.0
"2027-1-18 10:30","The Fifth Element",Action,"Luc Besson",1997,126,12,8.0
"2027-1-17 16:00","Kung fu",Action,"Stephen Chow",2004,99,12,8.0
"2027-1-17 12:30","Hera Pheri",Action,"Priyadarshan",2000,156,0,8.5
"2027-1-17 10:00","Donnie Darko",Drama,"Richard Kelly",2001,113,16,6.5
"2027-1-16 18:00","Night of the Living Dead",Horror,"George A. Romero",1968,96,12,10.0
"2027-1-16 15:30","Dark City",Mystery,"Alex Proyas",1998,100,12,7.5
"2027-1-16 12:30","The Notebook",Drama,"Nick Cassavetes",2004,123,12,8.5
"2027-1-16 10:00","After Hours",Comedy,"Martin Scorsese",1985,97,12,7.0
"2027-1-15 10:00","One Flew Over the Cuckoo's Nest",Drama,"Milos Forman",1975,133,12,7.0
"2027-1-14 13:30","Hamlet",Drama,"Kenneth Branagh",1996,242,12,8.5
"2027-1-14 10:30","The Notebook",Drama,"Nick Cassavetes",2004,123,12,6.5
"2027-1-13 13:00","His Girl Friday",Comedy,"Howard Hawks",1940,92,12,7.5
"2027-1-13 10:00","Pirates of the Caribbean: The Curse of the Black Pearl",Action,"Gore Verbinski",2003,143,12,6.5
"2027-1-12 10:30","A Hard Day's Night",Comedy,"Richard Lester",1964,87,0,8.5
"2027-1-11 15:30","Pirates of the Caribbean: The Curse of the Black Pearl",Action,"Gore Verbinski",2003,143,12,8.0
"2027-1-11 12:30","The Fifth Element",Action,"Luc Besson",1997,126,12,8.5
"2027-1-11 10:00","Donnie Darko",Drama,"Richard Kelly",2001,113,16,8.5
"2027-1-10 18:00","The Big Lebowski",Comedy,"Joel Coen",1998,117,16,9.0
"2027-1-10 15:30","Sunrise: A Song of Two Humans",Drama,"F.W. Murnau",1927,94,12,8.0
"2027-1-10 13:00","Donnie Darko",Drama,"Richard Kelly",2001,113,16,8.0
"2027-1-10 10:30","Dark City",Mystery,"Alex Proyas",1998,100,12,7.0
"2027-1-9 16:00","Hamlet",Drama,"Kenneth Branagh",1996,242,12,7.0
"2027-1-9 13:00","Fantasia",Animation,"James Algar",1940,125,0,7.0
"2027-1-9 10:30","Dark City",Mystery,"Alex Proyas",1998,100,12,8.0
"2027-1-8 10:00","Nueve reinas",Crime,"Fabián Bielinsky",2000,114,16,7.0
"2027-1-7 15:30","The 39 Steps",Crime,"Alfred Hitchcock",1935,86,12,7.0
"2027-1-7 13:00","Nueve reinas",Crime,"Fabián Bielinsky",2000,114,16,8.5
"2027-1-7 10:30","Aguirre, der Zorn Gottes",Action,"Werner Herzog",1972,95,12,8.0
"2027-1-6 10:30","Det sjunde inseglet",Drama,"Ingmar Bergman",1957,96,12,7.5
"2027-1-5 10:30","Fantasia",Animation,"James Algar",1940,125,0,6.5
"2027-1-4 10:30","Pirates of the Caribbean: The Curse of the Black Pearl",Action,"Gore Verbinski",2003,143,12,8.0
"2027-1-3 18:00","Blow",Biography,"Ted Demme",2001,124,16,9.5
"2027-1-3 15:00","Nueve reinas",Crime,"Fabián Bielinsky",2000,114,16,7.5
"2027-1-3 12:30","High Noon",Drama,"Fred Zinnemann",1952,85,6,8.0
"2027-1-3 10:00","Adams æbler",Comedy,"Anders Thomas Jensen",2005,94,16,7.0
"2027-1-2 20:30","Tôkyô monogatari",Drama,"Yasujirô Ozu",1953,136,0,9.5
"2027-1-2 18:00","Eastern Promises",Action,"David Cronenberg",2007,100,16,8.5
"2027-1-2 14:00","Ba wang bie ji",Drama,"Kaige Chen",1993,171,16,7.0
"2027-1-2 10:30","Breaking the Waves",Drama,"Lars von Trier",1996,159,16,8.0
"2027-1-1 16:30","Adams æbler",Comedy,"Anders Thomas Jensen",2005,94,16,7.5
"2027-1-1 14:00","Nueve reinas",Crime,"Fabián Bielinsky",2000,114,16,8.0
"2027-1-1 10:30","Breaking the Waves",Drama,"Lars von Trier",1996,159,16,7.0
"2026-12-31 15:30","The Killing Fields",Biography,"Roland Joffé",1984,141,12,8.5
"2026-12-31 12:30","Pirates of the Caribbean: The Curse of the Black Pearl",Action,"Gore Verbinski",2003,143,12,8.0
"2026-12-31 10:00","Aguirre, der Zorn Gottes",Action,"Werner Herzog",1972,95,12,7.0
"2026-12-30 17:00","Pulp Fiction",Crime,"Quentin Tarantino",1994,154,12,7.5
"2026-12-30 14:00","One Flew Over the Cuckoo's Nest",Drama,"Milos Forman",1975,133,12,8.5
"2026-12-30 10:30","Breaking the Waves",Drama,"Lars von Trier",1996,159,16,8.5
"2026-12-29 13:00","Stalker",Drama,"Andrei Tarkovsky",1979,162,0,8.0
"2026-12-29 10:30","Kung fu",Action,"Stephen Chow",2004,99,12,6.5
"2026-12-28 15:30","The Day of the Jackal",Crime,"Fred Zinnemann",1973,143,12,8.5
"2026-12-28 12:30","Pirates of the Caribbean: The Curse of the Black Pearl",Action,"Gore Verbinski",2003,143,12,7.0
"2026-12-28 10:00","Sanjuro",Action,"Akira Kurosawa",1962,96,0,6.5
"2026-12-27 16:00","Kung fu",Action,"Stephen Chow",2004,99,12,8.0
"2026-12-27 13:00","Pirates of the Caribbean: The Curse of the Black Pearl",Action,"Gore Verbinski",2003,143,12,7.0
"2026-12-27 10:30","His Girl Friday",Comedy,"Howard Hawks",1940,92,12,7.0
"2026-12-26 16:00","Bringing Up Baby",Comedy,"Howard Hawks",1938,102,12,8.5
"2026-12-26 13:00","Rear Window",Mystery,"Alfred Hitchcock",1954,112,0,8.5
"2026-12-26 10:30","Harold and Maude",Comedy,"Hal Ashby",1971,91,6,7.0
"2026-12-25 15:30","Aguirre, der Zorn Gottes",Action,"Werner Herzog",1972,95,12,7.0
"2026-12-25 12:30","The Fifth Element",Action,"Luc Besson",1997,126,12,6.5
"2026-12-25 10:00","Planes, Trains & Automobiles",Comedy,"John Hughes",1987,93,0,8.0
"2026-12-24 10:00","The Little Mermaid",Animation,"Ron Clements",1989,83,0,7.5
"2026-12-23 10:30","Toy Story",Animation,"John Lasseter",1995,81,0,7.5
"2026-12-22 10:30","The Princess Bride",Adventure,"Rob Reiner",1987,98,0,6.5
"2026-12-21 15:30","Brazil",Drama,"Terry Gilliam",1985,132,0,8.0
"2026-12-21 13:00","The Princess Bride",Adventure,"Rob Reiner",1987,98,0,7.5
"2026-12-21 10:00","The Untouchables",Crime,"Brian De Palma",1987,119,12,8.5
"2026-12-20 16:30","The Untouchables",Crime,"Brian De Palma",1987,119,12,7.0
"2026-12-20 14:00","Le charme discret de la bourgeoisie",Comedy,"Luis Buñuel",1972,102,6,8.5
"2026-12-20 10:00","Giant",Drama,"George Stevens",1956,201,0,6.5
"2026-12-19 17:30","Giant",Drama,"George Stevens",1956,201,0,6.5
"2026-12-19 15:00","The Little Mermaid",Animation,"Ron Clements",1989,83,0,7.0
"2026-12-19 10:30","Once Upon a Time in America",Crime,"Sergio Leone",1984,229,12,7.0
"2026-12-18 16:30","Toy Story",Animation,"John Lasseter",1995,81,0,6.5
"2026-12-18 13:30","Tôkyô monogatari",Drama,"Yasujirô Ozu",1953,136,0,7.0
"2026-12-18 10:00","The Day of the Jackal",Crime,"Fred Zinnemann",1973,143,12,8.5
"2026-12-17 16:30","This Is England",Crime,"Shane Meadows",2006,101,12,6.5
"2026-12-17 13:30","Rear Window",Mystery,"Alfred Hitchcock",1954,112,0,8.0
"2026-12-17 10:30","The Untouchables",Crime,"Brian De Palma",1987,119,12,8.0
"2026-12-16 12:30","Stand by Me",Adventure,"Rob Reiner",1986,89,0,7.5
"2026-12-16 10:00","Det sjunde inseglet",Drama,"Ingmar Bergman",1957,96,12,8.0
